State,County,cooling system type,climate zone,PUE mean,WR_CaseB_DWSF_L_per_kWh,WR_SWI_L_per_kWh
Minnesota,Jackson County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Jackson County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Jackson County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Jackson County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Jackson County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Jackson County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Jackson County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Jackson County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Jackson County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Jackson County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Jackson County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Jackson County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Jackson County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Kanabec County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Kanabec County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Kanabec County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Kanabec County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Kanabec County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Kanabec County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Kanabec County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Kanabec County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Kanabec County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Kanabec County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Kanabec County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Kanabec County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Kanabec County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Kanabec County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Kandiyohi County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Kandiyohi County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Kandiyohi County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Kandiyohi County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Kandiyohi County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Kandiyohi County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Kandiyohi County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Kandiyohi County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Kandiyohi County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Kandiyohi County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Kandiyohi County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Kandiyohi County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Kandiyohi County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Kandiyohi County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Kittson County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Kittson County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Kittson County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Kittson County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Kittson County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Kittson County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Kittson County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Kittson County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Kittson County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Kittson County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Kittson County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Kittson County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Kittson County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Kittson County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Koochiching County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Koochiching County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Koochiching County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Koochiching County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Koochiching County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Koochiching County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Koochiching County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Koochiching County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Koochiching County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Koochiching County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Koochiching County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Koochiching County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Koochiching County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Koochiching County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Lac qui Parle County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Lac qui Parle County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Lac qui Parle County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Lac qui Parle County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Lac qui Parle County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Lac qui Parle County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Lac qui Parle County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Lac qui Parle County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Lac qui Parle County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Lac qui Parle County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Lac qui Parle County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Lac qui Parle County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Lac qui Parle County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Lac qui Parle County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Lake County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Lake County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Lake County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Lake County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Lake County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Lake County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Lake County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Lake County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Lake County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Lake County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Lake County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Lake County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Lake County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Lake County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Lake of the Woods County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Le Sueur County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Le Sueur County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Le Sueur County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Le Sueur County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Le Sueur County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Le Sueur County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Le Sueur County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Le Sueur County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Le Sueur County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Le Sueur County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Le Sueur County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Le Sueur County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Le Sueur County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Le Sueur County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Lincoln County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Lincoln County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Lincoln County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Lincoln County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Lincoln County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Lincoln County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Lincoln County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Lincoln County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Lincoln County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Lincoln County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Lincoln County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Lincoln County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Lincoln County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Lincoln County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Lyon County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Lyon County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Lyon County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Lyon County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Lyon County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Lyon County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Lyon County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Lyon County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Lyon County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Lyon County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Lyon County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Lyon County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Lyon County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Lyon County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Mahnomen County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Mahnomen County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Mahnomen County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Mahnomen County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Mahnomen County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Mahnomen County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Mahnomen County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Mahnomen County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Mahnomen County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Mahnomen County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Mahnomen County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Mahnomen County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Mahnomen County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Mahnomen County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Marshall County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Marshall County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Marshall County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Marshall County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Marshall County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Marshall County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Marshall County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Marshall County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Marshall County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Marshall County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Marshall County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Marshall County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Marshall County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Marshall County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Martin County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Martin County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Martin County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Martin County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Martin County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Martin County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Martin County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Martin County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Martin County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Martin County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Martin County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Martin County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Martin County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Martin County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,McLeod County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,McLeod County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,McLeod County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,McLeod County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,McLeod County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,McLeod County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,McLeod County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,McLeod County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,McLeod County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,McLeod County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,McLeod County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,McLeod County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,McLeod County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,McLeod County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Meeker County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Meeker County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Meeker County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Meeker County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Meeker County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Meeker County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Meeker County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Meeker County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Meeker County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Meeker County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Meeker County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Meeker County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Meeker County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Meeker County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Mille Lacs County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Mille Lacs County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Mille Lacs County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Mille Lacs County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Mille Lacs County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Mille Lacs County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Mille Lacs County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Mille Lacs County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Mille Lacs County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Mille Lacs County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Mille Lacs County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Mille Lacs County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Mille Lacs County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Mille Lacs County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Morrison County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Morrison County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Morrison County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Morrison County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Morrison County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Morrison County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Morrison County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Morrison County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Morrison County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Morrison County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Morrison County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Morrison County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Morrison County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Morrison County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Mower County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Mower County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Mower County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Mower County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Mower County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Mower County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Mower County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Mower County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Mower County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Mower County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Mower County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Mower County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Mower County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Mower County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Murray County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Murray County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Murray County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Murray County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Murray County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Murray County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Murray County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Murray County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Murray County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Murray County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Murray County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Murray County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Murray County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Murray County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Nicollet County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Nicollet County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Nicollet County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Nicollet County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Nicollet County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Nicollet County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Nicollet County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Nicollet County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Nicollet County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Nicollet County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Nicollet County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Nicollet County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Nicollet County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Nicollet County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Nobles County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Nobles County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Nobles County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Nobles County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Nobles County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Nobles County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Nobles County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Nobles County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Nobles County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Nobles County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Nobles County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Nobles County,12,6A,1.42615,-25.46220509,1.392822715
